id,product_id,stock_level,reorder_point
1608,TEC-CO-10001943,24,25
1609,TEC-CO-10002095,47,25
1610,TEC-CO-10002313,130,25
1611,TEC-CO-10003236,54,25
1612,TEC-CO-10003763,33,20
1613,TEC-CO-10004115,43,20
1614,TEC-CO-10004202,42,30
1615,TEC-CO-10004722,88,15
1616,TEC-MA-10000010,132,25
1617,TEC-MA-10000029,130,20
1618,TEC-MA-10000045,49,15
1619,TEC-MA-10000112,56,15
1620,TEC-MA-10000418,84,20
1621,TEC-MA-10000423,128,25
1622,TEC-MA-10000488,123,30
1623,TEC-MA-10000597,12,15
1624,TEC-MA-10000752,89,30
1625,TEC-MA-10000822,133,25
1626,TEC-MA-10000864,12,25
1627,TEC-MA-10000904,100,30
1628,TEC-MA-10000984,106,25
1629,TEC-MA-10001016,9,15
1630,TEC-MA-10001031,90,30
1631,TEC-MA-10001047,38,25
1632,TEC-MA-10001127,59,30
1633,TEC-MA-10001148,123,15
1634,TEC-MA-10001570,118,25
1635,TEC-MA-10001681,149,15
1636,TEC-MA-10001695,30,25
1637,TEC-MA-10001856,140,20
1638,TEC-MA-10001972,51,25
1639,TEC-MA-10002073,117,30
1640,TEC-MA-10002109,80,25
1641,TEC-MA-10002178,76,15
1642,TEC-MA-10002210,93,15
1643,TEC-MA-10002412,50,25
1644,TEC-MA-10002428,37,30
1645,TEC-MA-10002694,5,20
1646,TEC-MA-10002790,35,30
1647,TEC-MA-10002859,146,20
1648,TEC-MA-10002927,57,15
1649,TEC-MA-10002930,52,30
1650,TEC-MA-10002937,73,20
1651,TEC-MA-10002981,109,25
1652,TEC-MA-10003066,94,15
1653,TEC-MA-10003173,67,25
1654,TEC-MA-10003176,77,15
1655,TEC-MA-10003183,93,30
1656,TEC-MA-10003230,17,30
1657,TEC-MA-10003246,77,15
1658,TEC-MA-10003329,81,15
1659,TEC-MA-10003337,72,15
1660,TEC-MA-10003353,102,30
1661,TEC-MA-10003356,129,20
1662,TEC-MA-10003493,106,25
1663,TEC-MA-10003589,136,25
1664,TEC-MA-10003626,106,30
1665,TEC-MA-10003673,23,25
1666,TEC-MA-10003674,86,15
1667,TEC-MA-10003979,145,20
1668,TEC-MA-10004002,27,25
1669,TEC-MA-10004086,87,20
1670,TEC-MA-10004125,113,15
1671,TEC-MA-10004212,79,25
1672,TEC-MA-10004241,133,30
1673,TEC-MA-10004255,92,20
1674,TEC-MA-10004458,58,15
1675,TEC-MA-10004521,93,20
1676,TEC-MA-10004552,147,25
1677,TEC-MA-10004626,69,25
1678,TEC-MA-10004679,80,30
1679,TEC-PH-10000004,147,15
1680,TEC-PH-10000011,64,15
1681,TEC-PH-10000038,97,30
1682,TEC-PH-10000127,53,30
1683,TEC-PH-10000141,39,15
1684,TEC-PH-10000148,106,20
1685,TEC-PH-10000149,15,20
1686,TEC-PH-10000169,103,30
1687,TEC-PH-10000193,114,20
1688,TEC-PH-10000213,78,15
1689,TEC-PH-10000215,13,25
1690,TEC-PH-10000307,7,25
1691,TEC-PH-10000347,89,20
1692,TEC-PH-10000369,30,30
1693,TEC-PH-10000376,76,30
1694,TEC-PH-10000439,52,30
1695,TEC-PH-10000441,121,30
1696,TEC-PH-10000455,16,30
1697,TEC-PH-10000486,137,20
1698,TEC-PH-10000526,52,25
1699,TEC-PH-10000560,41,25
1700,TEC-PH-10000562,48,20
1701,TEC-PH-10000576,19,30
1702,TEC-PH-10000586,47,20
1703,TEC-PH-10000673,91,25
1704,TEC-PH-10000675,74,15
1705,TEC-PH-10000702,50,20
1706,TEC-PH-10000730,112,30
1707,TEC-PH-10000895,127,25
1708,TEC-PH-10000912,25,25
1709,TEC-PH-10000923,111,25
1710,TEC-PH-10000984,84,25
1711,TEC-PH-10001051,51,30
1712,TEC-PH-10001061,121,15
1713,TEC-PH-10001079,128,25
1714,TEC-PH-10001128,147,20
1715,TEC-PH-10001198,29,15
1716,TEC-PH-10001254,40,25
1717,TEC-PH-10001299,55,15
1718,TEC-PH-10001300,19,20
1719,TEC-PH-10001305,72,25
1720,TEC-PH-10001336,25,20
1721,TEC-PH-10001363,145,30
1722,TEC-PH-10001425,23,25
1723,TEC-PH-10001433,38,25
1724,TEC-PH-10001448,82,25
1725,TEC-PH-10001459,129,25
1726,TEC-PH-10001468,121,30
1727,TEC-PH-10001494,56,25
1728,TEC-PH-10001527,31,15
1729,TEC-PH-10001530,39,25
1730,TEC-PH-10001536,140,30
1731,TEC-PH-10001552,148,25
1732,TEC-PH-10001557,110,15
1733,TEC-PH-10001578,6,30
1734,TEC-PH-10001580,81,30
1735,TEC-PH-10001615,136,15
1736,TEC-PH-10001619,94,15
1737,TEC-PH-10001644,93,15
1738,TEC-PH-10001700,98,15
1739,TEC-PH-10001750,11,15
1740,TEC-PH-10001760,99,30
1741,TEC-PH-10001795,112,30
1742,TEC-PH-10001809,78,25
1743,TEC-PH-10001817,43,25
1744,TEC-PH-10001819,145,20
1745,TEC-PH-10001835,75,25
1746,TEC-PH-10001870,60,25
1747,TEC-PH-10001918,46,15
1748,TEC-PH-10001924,40,15
1749,TEC-PH-10001944,88,25
1750,TEC-PH-10001949,122,20
1751,TEC-PH-10002033,11,15
1752,TEC-PH-10002070,58,25
1753,TEC-PH-10002075,133,25
1754,TEC-PH-10002085,124,30
1755,TEC-PH-10002103,110,20
1756,TEC-PH-10002114,51,30
1757,TEC-PH-10002115,127,20
1758,TEC-PH-10002170,145,15
1759,TEC-PH-10002185,123,20
1760,TEC-PH-10002200,122,25
1761,TEC-PH-10002262,25,25
1762,TEC-PH-10002275,141,20
1763,TEC-PH-10002293,30,20
1764,TEC-PH-10002310,13,20
1765,TEC-PH-10002350,19,30
1766,TEC-PH-10002352,14,20
1767,TEC-PH-10002365,126,15
1768,TEC-PH-10002398,125,30
1769,TEC-PH-10002415,129,30
1770,TEC-PH-10002447,76,20
1771,TEC-PH-10002468,53,15
1772,TEC-PH-10002483,95,30
1773,TEC-PH-10002496,41,25
1774,TEC-PH-10002538,72,30
1775,TEC-PH-10002549,54,20
1776,TEC-PH-10002555,23,15
1777,TEC-PH-10002563,104,20
1778,TEC-PH-10002564,64,25
1779,TEC-PH-10002583,93,25
1780,TEC-PH-10002584,73,25
1781,TEC-PH-10002597,53,20
1782,TEC-PH-10002624,112,30
1783,TEC-PH-10002645,123,20
1784,TEC-PH-10002660,41,15
1785,TEC-PH-10002680,147,30
1786,TEC-PH-10002726,15,25
1787,TEC-PH-10002789,142,20
1788,TEC-PH-10002807,82,25
1789,TEC-PH-10002817,81,25
1790,TEC-PH-10002824,6,15
1791,TEC-PH-10002834,68,30
1792,TEC-PH-10002844,39,15
1793,TEC-PH-10002885,11,15
1794,TEC-PH-10002890,89,15
1795,TEC-PH-10002922,71,25
1796,TEC-PH-10002923,46,15
1797,TEC-PH-10003012,122,15
1798,TEC-PH-10003072,129,30
1799,TEC-PH-10003092,28,30
1800,TEC-PH-10003095,50,15
1801,TEC-PH-10003171,23,30
1802,TEC-PH-10003174,72,30
1803,TEC-PH-10003187,106,15
1804,TEC-PH-10003215,46,25
1805,TEC-PH-10003273,36,15
1806,TEC-PH-10003356,113,30
1807,TEC-PH-10003357,40,25
1808,TEC-PH-10003437,101,20
1809,TEC-PH-10003442,135,25
1810,TEC-PH-10003484,77,30
1811,TEC-PH-10003505,140,25
1812,TEC-PH-10003535,101,15
1813,TEC-PH-10003555,127,20
1814,TEC-PH-10003580,74,20
1815,TEC-PH-10003589,17,20
1816,TEC-PH-10003601,53,30
1817,TEC-PH-10003645,64,30
1818,TEC-PH-10003655,134,20
1819,TEC-PH-10003691,9,25
1820,TEC-PH-10003800,31,20
1821,TEC-PH-10003811,12,25
1822,TEC-PH-10003875,54,25
1823,TEC-PH-10003885,71,30
1824,TEC-PH-10003931,48,25
1825,TEC-PH-10003963,129,20
1826,TEC-PH-10003988,62,30
1827,TEC-PH-10004006,7,15
1828,TEC-PH-10004042,90,15
1829,TEC-PH-10004071,74,30
1830,TEC-PH-10004080,134,20
1831,TEC-PH-10004093,6,15
1832,TEC-PH-10004094,106,15
1833,TEC-PH-10004100,39,25
1834,TEC-PH-10004120,102,25
1835,TEC-PH-10004165,34,20
1836,TEC-PH-10004188,120,30
1837,TEC-PH-10004241,12,20
1838,TEC-PH-10004345,48,30
1839,TEC-PH-10004348,40,15
1840,TEC-PH-10004389,81,25
1841,TEC-PH-10004434,35,20
1842,TEC-PH-10004447,51,20
1843,TEC-PH-10004522,59,30
1844,TEC-PH-10004531,110,30
1845,TEC-PH-10004536,125,20
1846,TEC-PH-10004539,59,30
1847,TEC-PH-10004586,148,20
1848,TEC-PH-10004614,16,20
1849,TEC-PH-10004667,149,20
1850,TEC-PH-10004700,148,15
1851,TEC-PH-10004774,144,30
1852,TEC-PH-10004830,140,25
1853,TEC-PH-10004833,7,25
1854,TEC-PH-10004875,148,30
1855,TEC-PH-10004896,34,20
1856,TEC-PH-10004897,27,25
1857,TEC-PH-10004908,96,25
1858,TEC-PH-10004912,119,30
1859,TEC-PH-10004922,108,25
1860,TEC-PH-10004924,122,20
1861,TEC-PH-10004959,9,30
1862,TEC-PH-10004977,108,20
