CustomerID,country,total_orders,total_quantity,total_spending
14416,United Kingdom,2,326,490.22
14418,United Kingdom,3,1711,1937.25
14419,United Kingdom,6,483,1051.79
14420,United Kingdom,1,334,387.52
14421,United Kingdom,2,365,813.11
14422,United Kingdom,6,2906,4263.64
14423,United Kingdom,1,120,265.2
14424,United Kingdom,1,48,322.08
14426,United Kingdom,10,2699,4481.67
14427,United Kingdom,2,228,363.34000000000003
14428,United Kingdom,5,428,1224.06
14431,United Kingdom,1,130,470.36
14432,United Kingdom,6,2013,2248.5
14434,United Kingdom,6,368,1372.8
14436,United Kingdom,1,129,89.06
14437,United Kingdom,1,60,63.0
14438,United Kingdom,1,82,131.9
14439,Greece,1,526,2661.24
14440,United Kingdom,5,588,2357.6800000000003
14441,United Kingdom,4,446,1712.89
14442,Channel Islands,2,482,1589.82
14443,United Kingdom,4,938,1420.2
14446,United Kingdom,4,916,1010.35
14447,United Kingdom,5,571,1163.23
14448,United Kingdom,2,104,375.35
14449,United Kingdom,4,741,885.8
14450,United Kingdom,3,241,483.25
14451,United Kingdom,2,378,643.9
14452,United Kingdom,2,116,259.05
14453,United Kingdom,1,49,119.93
14456,United Kingdom,9,2885,3017.28
14457,United Kingdom,1,88,113.64
14459,United Kingdom,1,760,1837.92
14460,United Kingdom,3,881,434.34
14461,United Kingdom,3,766,2103.06
14462,United Kingdom,11,956,1980.57
14463,United Kingdom,3,179,529.62
14465,United Kingdom,3,398,1038.44
14466,United Kingdom,7,1006,2272.4
14467,United Kingdom,4,276,596.26
14470,United Kingdom,2,193,461.19
14472,United Kingdom,8,1135,1852.67
14473,United Kingdom,2,88,234.34000000000003
14474,United Kingdom,1,140,547.66
14475,United Kingdom,3,447,925.85
14476,United Kingdom,1,110,193.0
14477,United Kingdom,4,720,1309.6
14479,United Kingdom,2,117,316.25
14480,United Kingdom,1,143,279.05
14481,United Kingdom,2,489,636.51
14482,United Kingdom,6,1627,2022.81
14483,United Kingdom,1,97,137.1
14484,United Kingdom,1,210,321.92
14485,United Kingdom,1,70,162.8
14487,United Kingdom,6,712,1165.48
14488,United Kingdom,1,799,1064.28
14489,United Kingdom,1,299,463.38
14491,United Kingdom,2,139,340.93
14493,United Kingdom,5,1285,2383.2400000000002
14494,United Kingdom,1,92,139.56
14495,United Kingdom,2,62,123.8
14496,United Kingdom,2,159,538.8100000000001
14497,United Kingdom,1,235,475.37
14498,United Kingdom,5,1098,1957.32
14499,United Kingdom,3,496,808.44
14500,United Kingdom,3,117,356.85
14501,United Kingdom,2,161,251.21
14502,United Kingdom,11,1480,2429.83
14503,United Kingdom,6,2004,3543.26
14504,United Kingdom,4,308,673.26
14505,United Kingdom,8,2739,5859.43
14506,United Kingdom,5,704,1960.65
14507,United Kingdom,6,594,1367.88
14508,United Kingdom,2,129,268.05
14511,United Kingdom,5,784,1314.81
14512,United Kingdom,2,122,275.28
14513,United Kingdom,3,361,455.59000000000003
14514,United Kingdom,3,564,990.2
14515,United Kingdom,6,1110,2076.89
14517,United Kingdom,2,91,330.45
14518,United Kingdom,1,278,174.37
14520,United Kingdom,2,146,270.6
14522,United Kingdom,4,525,974.54
14523,United Kingdom,1,251,241.09
14524,United Kingdom,9,669,1843.83
14525,United Kingdom,9,2637,4215.9
14527,United Kingdom,55,2088,8507.13
14528,United Kingdom,1,278,364.21999999999997
14529,United Kingdom,3,325,578.61
14530,United Kingdom,6,1395,2862.11
14532,United Kingdom,4,284,932.85
14533,United Kingdom,7,4019,1949.72
14534,United Kingdom,18,2027,4397.3
14535,United Kingdom,3,1824,2854.84
14536,United Kingdom,1,39,170.95
14537,United Kingdom,1,120,355.56
14538,United Kingdom,2,155,388.25
14539,United Kingdom,2,428,537.48
14540,United Kingdom,3,411,952.66
14541,United Kingdom,8,641,1453.35
14542,United Kingdom,1,19,103.25
14543,United Kingdom,16,675,3599.73
14544,United Kingdom,2,1536,2004.3
14546,United Kingdom,5,1313,2573.93
14547,United Kingdom,8,2639,3974.75
14548,United Kingdom,2,256,652.8
14549,United Kingdom,1,136,289.24
14550,United Kingdom,2,389,757.37
14551,United Kingdom,2,106,186.23
14552,United Kingdom,1,90,164.22
14553,United Kingdom,5,493,859.27
14554,United Kingdom,4,1443,2279.4900000000002
14555,United Kingdom,2,122,312.54
14557,United Kingdom,1,510,788.38
14560,United Kingdom,22,1260,2237.77
14561,United Kingdom,3,1014,1080.76
14562,United Kingdom,18,1815,5006.77
14565,United Kingdom,4,1540,3099.12
14566,Channel Islands,1,800,1432.0
14567,United Kingdom,2,412,1530.3600000000001
14569,United Kingdom,1,79,227.39
14570,United Kingdom,2,95,218.06
14572,United Kingdom,7,1420,2804.54
14573,United Kingdom,9,534,1639.82
14576,United Kingdom,1,12,35.400000000000006
14577,United Kingdom,4,353,859.71
14578,United Kingdom,1,240,168.63
14581,United Kingdom,1,217,138.6
14582,United Kingdom,1,73,114.11
14583,United Kingdom,5,751,986.96
14584,United Kingdom,4,381,1033.06
14585,United Kingdom,1,91,157.05
14586,United Kingdom,1,444,237.36
14587,United Kingdom,9,749,1580.29
14589,United Kingdom,1,5,39.75
14591,United Kingdom,4,1228,1320.21
14592,United Kingdom,3,407,557.94
14593,United Kingdom,3,330,617.15
14594,United Kingdom,2,183,363.33
14595,United Kingdom,6,978,1740.6
14597,United Kingdom,2,566,866.24
14598,United Kingdom,1,189,221.97
14600,United Kingdom,1,125,393.33000000000004
14601,United Kingdom,1,168,213.96
14603,United Kingdom,1,400,660.0
14606,United Kingdom,93,6187,12076.15
14607,United Kingdom,14,11526,16209.5
14608,United Kingdom,4,437,1785.15
14609,United Kingdom,4,7026,601.56
14616,United Kingdom,3,104,406.08000000000004
14618,United Kingdom,3,264,553.44
14619,United Kingdom,1,152,394.44
14620,United Kingdom,2,214,412.78000000000003
14621,United Kingdom,5,993,1788.3600000000001
14622,United Kingdom,1,146,320.58000000000004
14623,United Kingdom,5,418,886.7
14624,United Kingdom,2,162,225.85
14625,United Kingdom,2,335,899.63
14626,United Kingdom,4,1403,2791.27
14628,United Kingdom,2,272,671.96
14629,United Kingdom,2,378,955.26
14631,United Kingdom,3,622,1006.98
14632,United Kingdom,1,96,114.56
14633,United Kingdom,1,96,344.90000000000003
14636,United Kingdom,2,241,609.85
14638,United Kingdom,1,166,443.6
14639,United Kingdom,6,1431,2984.49
14640,United Kingdom,6,880,2107.38
14641,United Kingdom,1,90,110.46
14642,United Kingdom,1,76,96.12
14643,United Kingdom,2,815,693.8100000000001
14644,United Kingdom,2,258,830.76
14645,United Kingdom,2,381,597.09
14646,Netherlands,73,196915,280206.02
14647,United Kingdom,1,91,236.04000000000002
14649,United Kingdom,4,1004,1402.59
14651,United Kingdom,2,343,653.75
14652,United Kingdom,1,53,114.18
14653,United Kingdom,7,945,1926.65
14655,United Kingdom,4,1089,1932.23
14656,United Kingdom,2,120,291.05
14657,United Kingdom,4,466,848.22
14658,United Kingdom,2,47,247.15
14659,United Kingdom,9,1195,2529.93
14660,United Kingdom,2,228,285.74
14661,United Kingdom,1,35,107.95
14662,United Kingdom,4,578,741.37
14664,United Kingdom,2,465,636.24
14665,United Kingdom,5,740,1835.7
14666,United Kingdom,1,161,195.25
14667,United Kingdom,25,5319,9175.04
14669,United Kingdom,3,770,1259.24
14670,United Kingdom,2,326,392.86
14672,United Kingdom,2,454,765.55
14673,United Kingdom,5,1004,1736.4
14675,United Kingdom,1,336,596.36
14676,United Kingdom,6,2500,2548.2400000000002
14680,United Kingdom,16,13476,28754.11
14681,United Kingdom,3,76,498.95
14682,United Kingdom,2,80,52.0
14684,United Kingdom,5,821,1201.51
14687,United Kingdom,1,470,628.38
14688,United Kingdom,21,3584,5579.1
14689,United Kingdom,1,76,112.8
14690,United Kingdom,2,167,355.05
14691,United Kingdom,5,707,2114.33
14692,United Kingdom,4,265,591.55
14693,United Kingdom,1,34,172.9
14696,United Kingdom,7,1630,2078.95
14697,United Kingdom,2,181,188.60999999999999
14698,United Kingdom,5,602,1217.27
14699,United Kingdom,1,77,109.13000000000001
14700,United Kingdom,3,1314,2195.1
14701,United Kingdom,9,921,2526.09
14702,United Kingdom,17,1439,3251.79
14703,United Kingdom,1,183,318.17
14704,United Kingdom,9,1043,1493.96
14705,United Kingdom,1,100,179.0
14708,United Kingdom,3,621,1126.37
14709,United Kingdom,13,2484,4921.04
14710,United Kingdom,4,375,599.48
14711,United Kingdom,11,966,2839.62
14712,United Kingdom,3,315,917.07
14713,United Kingdom,11,1613,2662.2
14714,United Kingdom,1,229,160.19
14715,United Kingdom,4,521,867.38
14716,United Kingdom,2,495,307.51
14719,United Kingdom,5,1025,1581.84
14720,United Kingdom,3,219,663.81
14722,United Kingdom,1,118,180.42000000000002
14723,United Kingdom,6,673,1122.3600000000001
14725,United Kingdom,1,588,655.58
14727,United Kingdom,1,62,268.58
14729,United Kingdom,1,197,313.49
14730,United Kingdom,8,1078,1897.57
14731,United Kingdom,3,256,380.02
14732,United Kingdom,8,1405,2702.4900000000002
14733,United Kingdom,12,3764,9585.91
14735,United Kingdom,32,2264,6065.69
14737,United Kingdom,3,345,1164.55
14738,United Kingdom,7,601,1314.45
14739,United Kingdom,7,3820,3902.28
14740,United Kingdom,3,735,1448.21
14741,United Kingdom,6,841,1400.34
14744,United Kingdom,7,627,1099.98
14745,United Kingdom,5,1038,1220.26
14747,United Kingdom,1,84,328.2
14748,United Kingdom,5,1223,1415.75
14752,United Kingdom,1,260,389.64
14753,United Kingdom,1,211,563.15
14754,United Kingdom,2,486,638.05
14755,United Kingdom,11,2219,5010.28
14756,United Kingdom,1,416,738.96
14757,United Kingdom,1,160,420.5
14758,United Kingdom,4,419,1484.06
14759,United Kingdom,3,569,1625.97
14760,United Kingdom,1,40,89.2
14761,United Kingdom,2,118,255.9
14762,United Kingdom,1,341,300.52
14764,United Kingdom,1,190,278.3
14765,United Kingdom,3,135,254.11
14766,United Kingdom,6,1349,2473.37
14768,United Kingdom,2,52,192.60000000000002
14769,United Kingdom,8,7239,10416.98
14770,United Kingdom,2,490,876.42
14772,United Kingdom,1,82,139.26
14775,United Kingdom,3,1174,1011.9
14776,United Kingdom,11,3134,2538.3
14778,United Kingdom,2,306,730.86
14779,United Kingdom,3,84,386.15
14780,United Kingdom,2,310,447.68
14782,United Kingdom,1,114,200.10000000000002
14784,United Kingdom,2,237,289.99
14785,United Kingdom,2,84,77.4
14788,United Kingdom,2,421,679.4399999999999
14789,United Kingdom,1,116,197.64
14790,United Kingdom,4,699,745.06
14792,United Kingdom,1,2,6.2
14793,United Kingdom,1,91,228.99
14794,United Kingdom,7,673,1319.91
14795,United Kingdom,1,17,131.45000000000002
14796,United Kingdom,17,5995,7975.49
14798,United Kingdom,3,150,173.74
14799,United Kingdom,1,146,157.7
14800,United Kingdom,12,3644,4331.79
14801,United Kingdom,1,173,189.34
14803,United Kingdom,3,370,845.55
14804,United Kingdom,1,121,353.27
14805,United Kingdom,4,114,546.4
14806,United Kingdom,1,330,193.39000000000001
14808,United Kingdom,8,2120,2718.6
14810,United Kingdom,11,1015,2085.33
14813,United Kingdom,2,66,152.88
14815,United Kingdom,2,744,778.5
14816,United Kingdom,1,5,271.85
14817,United Kingdom,2,655,1110.34
14818,United Kingdom,3,324,657.8
14819,United Kingdom,2,109,272.07
14820,United Kingdom,4,253,507.29
14821,United Kingdom,1,20,48.800000000000004
14823,United Kingdom,3,88,321.43
14824,United Kingdom,4,525,1127.71
14825,United Kingdom,12,989,2221.01
14828,United Kingdom,3,2172,2139.76
14829,United Kingdom,4,452,697.55
14830,United Kingdom,1,164,188.88
14834,United Kingdom,6,734,1720.3
14836,United Kingdom,3,45,102.44999999999999
14837,United Kingdom,4,1436,1649.5
14840,United Kingdom,1,31,62.85
14841,United Kingdom,6,1778,3295.76
14842,United Kingdom,4,1166,2824.69
14844,United Kingdom,4,1833,3189.81
14847,United Kingdom,1,120,309.4
14849,United Kingdom,25,5694,7930.54
14850,United Kingdom,1,293,325.75
14851,United Kingdom,2,325,511.35
14852,United Kingdom,6,1747,2836.69
14853,United Kingdom,2,82,475.8
14854,United Kingdom,7,1820,2740.03
14855,United Kingdom,2,267,645.65
14856,United Kingdom,3,711,1290.53
14857,United Kingdom,2,464,1173.12
14859,United Kingdom,4,671,1353.74
14860,United Kingdom,1,232,170.32
14861,United Kingdom,1,117,125.79
14862,United Kingdom,2,772,841.1999999999999
14863,United Kingdom,1,132,266.76
14865,United Kingdom,2,108,52.2
14866,United Kingdom,12,6752,14389.9
14867,United Kingdom,3,328,710.28
14868,United Kingdom,8,1405,2953.59
14869,United Kingdom,2,549,721.45
14870,United Kingdom,1,119,327.25
14871,United Kingdom,4,179,501.28000000000003
14873,United Kingdom,1,168,519.68
14875,United Kingdom,2,558,1465.3200000000002
14878,United Kingdom,9,799,1476.09
14880,United Kingdom,3,365,690.59
14881,United Kingdom,1,316,255.4
14882,United Kingdom,2,158,589.7
14883,United Kingdom,6,790,761.59
14885,United Kingdom,1,724,765.3199999999999
14886,United Kingdom,1,160,364.8
14887,United Kingdom,1,1100,1862.0
14888,United Kingdom,1,184,369.2
14889,United Kingdom,1,90,135.9
14890,United Kingdom,1,51,125.65
14891,United Kingdom,2,505,554.38
14893,United Kingdom,2,799,1237.8500000000001
14894,United Kingdom,1,265,655.75
14895,United Kingdom,20,4851,11138.710000000001
14896,United Kingdom,2,279,468.77000000000004
14897,United Kingdom,4,468,1366.38
14898,United Kingdom,6,1001,1269.31
14901,United Kingdom,9,661,1421.29
14902,United Kingdom,1,218,332.66
14903,United Kingdom,5,1531,2795.33
14904,United Kingdom,2,1985,1025.44
14905,United Kingdom,2,287,616.15
14907,United Kingdom,7,1691,3501.1
14908,United Kingdom,1,132,277.8
14910,United Kingdom,4,238,434.35
14911,EIRE,201,80240,143711.17
14912,Italy,2,971,867.85
14913,United Kingdom,4,1743,1227.43
14915,United Kingdom,2,112,307.48
14916,United Kingdom,4,1136,1268.98
14918,United Kingdom,2,675,1610.15
14920,United Kingdom,2,509,977.77
14921,United Kingdom,2,953,1316.07
14923,United Kingdom,1,418,749.1
14924,United Kingdom,1,64,310.05
14929,United Kingdom,1,136,223.88
14930,Channel Islands,3,1160,2362.96
14931,Channel Islands,5,417,1257.68
14932,Channel Islands,1,80,363.53
14934,Channel Islands,2,1042,1890.94
14935,Channel Islands,1,935,1784.71
14936,Channel Islands,8,4085,8137.02
14937,Channel Islands,3,484,1621.88
14944,United Kingdom,12,2815,5900.25
14946,United Kingdom,1,22,100.9
14947,United Kingdom,2,179,290.82
14948,United Kingdom,6,673,1101.97
14950,United Kingdom,1,136,371.2
14951,United Kingdom,1,311,311.69
14952,United Kingdom,11,3355,8099.49
14953,United Kingdom,1,224,285.67
14954,United Kingdom,1,117,294.85
14957,United Kingdom,1,34,58.49
14958,United Kingdom,3,128,483.72999999999996
14959,United Kingdom,4,494,695.42
14960,United Kingdom,2,221,221.27
14961,United Kingdom,9,3708,7044.68
14962,United Kingdom,1,44,126.7
14963,United Kingdom,5,1159,1472.34
14964,United Kingdom,1,143,206.21
14965,United Kingdom,2,363,596.09
14966,United Kingdom,1,179,183.02
14967,United Kingdom,1,140,463.8
14968,United Kingdom,1,127,147.59
14970,United Kingdom,4,250,1592.06
14971,United Kingdom,3,639,1097.98
14972,United Kingdom,1,28,114.77
14973,United Kingdom,3,369,1314.45
14974,United Kingdom,1,37,89.94
14975,United Kingdom,1,380,279.94
14976,United Kingdom,7,234,790.86
14978,United Kingdom,5,523,1921.3700000000001
14981,United Kingdom,1,97,102.12
14984,United Kingdom,2,58,202.37
14985,United Kingdom,2,256,292.01
14987,United Kingdom,2,128,326.4
14988,United Kingdom,1,141,334.54
14995,United Kingdom,2,102,231.98000000000002
14997,United Kingdom,3,1120,546.1999999999999
14998,United Kingdom,2,258,414.87
15000,United Kingdom,1,218,490.52
15002,United Kingdom,4,862,1641.76
15004,United Kingdom,1,623,1220.77
15005,United Kingdom,28,4230,6295.37
15006,United Kingdom,1,286,480.38
15007,United Kingdom,1,69,156.91
15009,United Kingdom,3,639,1259.43
15010,United Kingdom,1,184,308.94
15012,United Kingdom,2,225,405.04
15014,United Kingdom,2,149,257.67
15016,United Kingdom,1,76,170.04
15017,United Kingdom,1,63,125.58
15018,United Kingdom,3,189,496.21000000000004
15019,United Kingdom,1,150,252.81
15021,United Kingdom,9,819,1871.77
15022,United Kingdom,4,527,852.39
15023,United Kingdom,11,2827,6720.41
15024,United Kingdom,10,902,1636.43
15025,United Kingdom,1,184,361.96
15026,United Kingdom,3,285,469.0
15027,United Kingdom,4,565,1066.1499999999999
15028,United Kingdom,4,459,627.13
15030,United Kingdom,2,372,518.28
15031,United Kingdom,4,400,653.19
15032,United Kingdom,3,2968,4959.1
15033,United Kingdom,10,1672,2557.18
15034,United Kingdom,8,2413,4274.16
15035,United Kingdom,1,245,252.73000000000002
15036,United Kingdom,3,316,429.56
15038,United Kingdom,6,212,685.74
15039,United Kingdom,47,9131,19766.59
15041,United Kingdom,1,103,179.93
15042,United Kingdom,1,30,135.93
15043,United Kingdom,1,300,537.0
15044,United Kingdom,17,2785,7634.7300000000005
15045,United Kingdom,2,114,735.66
15046,United Kingdom,15,3372,5090.42
15047,United Kingdom,1,222,343.62
15048,United Kingdom,4,192,381.0
15049,United Kingdom,1,63,121.17000000000002
15050,United Kingdom,3,1216,1737.69
15051,United Kingdom,3,1010,1383.3600000000001
15052,United Kingdom,1,79,207.73000000000002
15053,United Kingdom,3,984,693.95
15054,United Kingdom,2,198,302.1
15057,United Kingdom,2,668,1489.5
15058,United Kingdom,11,1054,2102.54
15059,United Kingdom,9,604,1337.72
15060,United Kingdom,4,257,294.25
15061,United Kingdom,48,28920,54534.14
15062,United Kingdom,4,763,987.86
15063,United Kingdom,1,56,370.79999999999995
15065,United Kingdom,4,1383,3158.13
15066,United Kingdom,1,317,893.59
15067,United Kingdom,3,954,1744.76
15068,United Kingdom,2,364,553.36
15069,United Kingdom,1,520,1109.53
15070,United Kingdom,1,36,106.2
15071,United Kingdom,2,269,982.07
15073,United Kingdom,3,491,1043.41
15074,United Kingdom,1,431,735.67
15075,United Kingdom,1,447,773.03
15076,United Kingdom,1,571,880.85
15078,United Kingdom,32,5105,9743.11
15079,United Kingdom,4,389,895.61
15081,United Kingdom,5,190,504.8
15083,United Kingdom,1,38,88.2
15087,United Kingdom,1,470,306.94
15088,United Kingdom,2,460,1160.07
15089,United Kingdom,6,1359,2420.84
15090,United Kingdom,1,208,381.32
15091,United Kingdom,1,346,480.71
15092,United Kingdom,2,135,457.81
15093,United Kingdom,6,3760,4597.02
15095,United Kingdom,4,1079,1370.6
15096,United Kingdom,1,120,219.39000000000001
15097,United Kingdom,1,170,248.08
15098,United Kingdom,3,121,39916.5
15099,United Kingdom,1,343,410.48
15100,United Kingdom,3,80,876.0
15101,United Kingdom,2,241,317.53
15103,United Kingdom,2,329,703.36
15104,United Kingdom,2,635,993.54
15105,United Kingdom,7,1211,2298.93
15106,United Kingdom,5,1181,1422.52
15107,United Kingdom,6,169,319.5
15108,European Community,4,499,1300.25
15109,United Kingdom,1,131,484.95
15110,United Kingdom,4,246,996.1
15111,United Kingdom,3,710,1567.48
15113,United Kingdom,3,2344,3509.43
15114,United Kingdom,10,3096,2760.56
15115,United Kingdom,1,157,340.11
15116,United Kingdom,4,648,1352.75
15117,United Kingdom,5,1948,1551.78
15118,United Kingdom,1,1440,244.8
15119,United Kingdom,1,88,266.4
15120,United Kingdom,1,296,358.82
15121,United Kingdom,2,199,457.72
15122,United Kingdom,3,800,1633.78
15123,United Kingdom,2,1195,2199.31
15124,United Kingdom,2,233,184.19
15125,United Kingdom,15,6193,11528.48
15127,United Kingdom,1,251,406.53
15128,United Kingdom,4,1343,1471.0
15129,United Kingdom,11,1794,3447.4
15130,United Kingdom,1,197,330.11
15132,United Kingdom,5,679,977.9300000000001
15133,United Kingdom,3,680,982.42
15134,United Kingdom,8,887,1387.99
15135,United Kingdom,1,43,139.05
15136,United Kingdom,4,776,1286.7
15139,United Kingdom,2,208,178.96
15140,United Kingdom,7,1572,2354.25
15142,United Kingdom,1,365,498.74
15143,United Kingdom,1,150,259.45
15144,United Kingdom,17,3050,6580.44
15145,United Kingdom,4,756,1194.73
15146,United Kingdom,2,1473,1327.16
15147,United Kingdom,1,366,623.5
15148,United Kingdom,1,187,301.29
15149,United Kingdom,1,128,520.8000000000001
15150,United Kingdom,10,3642,5291.33
15152,United Kingdom,13,2704,4745.69
15153,United Kingdom,1,198,329.25
15154,United Kingdom,1,89,254.28
15156,United Kingdom,3,597,961.49
15157,United Kingdom,3,2392,1936.07
15158,United Kingdom,1,198,401.40000000000003
15159,United Kingdom,30,11441,18641.010000000002
15160,United Kingdom,1,84,158.16
15163,United Kingdom,2,186,304.47
15164,United Kingdom,3,351,824.58
15165,United Kingdom,1,160,487.75
15167,United Kingdom,1,65,158.8
15168,United Kingdom,1,52,106.56
15171,United Kingdom,1,290,1289.5
15172,United Kingdom,5,1611,1624.05
15174,United Kingdom,1,145,135.75
15175,United Kingdom,1,454,224.14
15178,United Kingdom,1,30,40.5
15179,United Kingdom,5,1938,2206.95
15180,United Kingdom,1,36,87.5
15181,United Kingdom,3,544,689.4799999999999
15182,United Kingdom,2,253,622.85
15184,United Kingdom,2,199,402.2
15185,United Kingdom,1,666,310.62
15186,United Kingdom,2,215,411.41
15187,United Kingdom,16,1887,4777.18
15189,United Kingdom,41,6149,16225.39
15192,United Kingdom,3,918,1044.32
15193,United Kingdom,1,144,499.32
15194,United Kingdom,15,5703,7616.53
15195,United Kingdom,1,1404,3861.0
15197,United Kingdom,3,469,1079.6100000000001
15198,United Kingdom,2,120,193.64
15199,United Kingdom,4,396,1268.7
15201,United Kingdom,5,1210,1236.54
15203,United Kingdom,6,1753,1827.8
15204,United Kingdom,1,258,316.58
15205,United Kingdom,2,378,653.24
15206,United Kingdom,4,162,420.29999999999995
15208,United Kingdom,5,316,870.12
15210,United Kingdom,1,228,331.18
15211,United Kingdom,2,240,894.4100000000001
15212,United Kingdom,1,36,101.8
15213,United Kingdom,2,272,328.35
15214,United Kingdom,8,1254,1661.44
15215,United Kingdom,3,225,734.94
15216,United Kingdom,1,28,96.6
15218,United Kingdom,11,3329,5756.89
15219,United Kingdom,1,45,305.75
15220,United Kingdom,6,1393,1778.96
15221,United Kingdom,1,43,403.25
15222,United Kingdom,1,440,585.0
15223,United Kingdom,2,213,755.75
15224,United Kingdom,2,152,322.08
15225,United Kingdom,1,226,409.40000000000003
15226,United Kingdom,1,71,154.41
15227,United Kingdom,5,750,1219.4
15228,United Kingdom,4,2255,3386.71
15230,United Kingdom,2,351,429.6
15232,United Kingdom,2,686,612.06
15234,United Kingdom,1,196,197.0
15235,United Kingdom,12,1324,2247.51
15236,United Kingdom,1,269,321.05
15237,United Kingdom,4,1071,1412.32
15238,United Kingdom,3,692,1071.99
15239,United Kingdom,2,594,780.59
15240,United Kingdom,5,1369,1706.57
15241,United Kingdom,8,1818,1756.44
15243,United Kingdom,1,185,316.68
15244,United Kingdom,2,405,631.57
15245,United Kingdom,3,1784,2515.84
15246,United Kingdom,2,247,514.15
15247,United Kingdom,1,160,356.0
15249,United Kingdom,13,3577,6688.46
15251,United Kingdom,11,6171,10484.99
15252,United Kingdom,2,522,740.78
15253,United Kingdom,5,866,918.1999999999999
15254,United Kingdom,1,275,300.36
15255,United Kingdom,1,489,890.85
15256,United Kingdom,1,55,98.45
15257,United Kingdom,1,46,317.15
15258,United Kingdom,2,142,623.16
15260,United Kingdom,7,885,1810.77
15261,United Kingdom,1,270,254.82
15262,United Kingdom,1,73,178.95000000000002
15263,United Kingdom,1,89,156.51
15264,United Kingdom,1,265,393.74
15265,United Kingdom,2,612,1506.1200000000001
15266,United Kingdom,1,18,119.3
15267,United Kingdom,5,944,1717.36
15269,United Kingdom,1,26,408.8
15270,United Kingdom,7,1521,2379.49
15271,United Kingdom,15,1251,2493.34
15272,United Kingdom,2,310,721.94
15274,United Kingdom,2,619,716.57
15275,United Kingdom,1,498,615.14
15276,United Kingdom,1,61,128.63
15277,United Kingdom,1,205,255.89999999999998
15279,United Kingdom,1,189,290.51
15280,United Kingdom,1,154,113.12
15281,United Kingdom,9,1211,2332.15
15286,United Kingdom,1,55,240.55
15287,United Kingdom,2,433,486.69
15288,United Kingdom,5,775,2306.52
15289,United Kingdom,3,1008,939.78
15290,United Kingdom,18,4501,7943.22
15291,United Kingdom,15,2103,4668.3
15292,United Kingdom,1,55,178.39
15296,United Kingdom,6,1766,3672.86
15297,United Kingdom,3,292,641.94
15298,United Kingdom,12,3116,4799.9
15299,United Kingdom,7,2948,4507.01
15300,United Kingdom,1,292,496.44
15301,United Kingdom,12,2751,5049.95
15303,United Kingdom,1,248,574.02
15304,United Kingdom,8,104,694.4000000000001
15306,United Kingdom,3,810,1174.35
15307,United Kingdom,1,37,205.3
15308,United Kingdom,1,175,310.47
15311,United Kingdom,91,38147,60632.75
15312,United Kingdom,4,516,924.85
15313,United Kingdom,1,25,52.0
15314,United Kingdom,1,313,327.97
15315,United Kingdom,2,862,570.5
15316,United Kingdom,1,100,165.0
15318,United Kingdom,1,642,312.62
15319,United Kingdom,1,175,204.5
15320,United Kingdom,1,326,267.13
15321,United Kingdom,3,1181,2748.31
15322,United Kingdom,1,416,679.68
15325,United Kingdom,1,231,161.74
15326,United Kingdom,1,386,311.71
15327,United Kingdom,1,116,208.75
15329,United Kingdom,3,486,1049.7
15330,United Kingdom,2,1312,714.96
15332,Lithuania,4,652,1661.06
15333,United Kingdom,1,344,1028.56
15334,United Kingdom,3,273,350.82
15335,United Kingdom,1,79,170.22
15339,United Kingdom,2,416,574.07
15341,United Kingdom,1,812,2020.52
15342,United Kingdom,1,283,406.09
15343,United Kingdom,1,84,364.5
15344,United Kingdom,3,116,563.94
15345,United Kingdom,1,81,393.54
15346,United Kingdom,1,144,252.42000000000002
15347,United Kingdom,1,130,201.60000000000002
15348,United Kingdom,1,84,158.04
15349,United Kingdom,2,321,463.90999999999997
15350,United Kingdom,1,51,115.65
15351,United Kingdom,7,742,1934.66
15353,United Kingdom,2,341,770.12
15355,United Kingdom,2,45,277.05
15356,United Kingdom,10,1643,2718.03
15358,United Kingdom,22,7050,8347.2
15360,United Kingdom,1,223,427.93
15361,United Kingdom,1,336,418.92
15363,United Kingdom,1,144,326.0
15364,United Kingdom,2,493,913.19
15365,United Kingdom,7,1084,2314.32
15366,United Kingdom,2,621,602.51
15367,United Kingdom,4,1057,1877.59
15368,United Kingdom,1,230,446.94000000000005
15370,United Kingdom,7,830,2386.05
15372,United Kingdom,1,2924,2007.3999999999999
15373,United Kingdom,12,500,2415.91
15374,United Kingdom,1,126,168.0
15376,United Kingdom,3,615,1221.56
15379,United Kingdom,7,2305,3703.29
15380,United Kingdom,5,376,1690.2600000000002
15381,United Kingdom,2,171,596.85
15382,United Kingdom,6,4012,5955.71
15384,United Kingdom,2,596,642.41
15385,United Kingdom,1,161,316.88
15386,United Kingdom,1,446,394.14
15388,Canada,1,88,140.54
15389,United Kingdom,1,400,500.0
15392,United Kingdom,4,1277,1535.53
15393,United Kingdom,2,150,231.86
15394,United Kingdom,4,910,2183.54
15395,United Kingdom,1,17,107.45
15396,United Kingdom,1,122,288.18
15397,United Kingdom,1,20,94.0
15398,United Kingdom,2,769,1345.53
15399,United Kingdom,3,611,815.77
15400,United Kingdom,5,390,716.2
15402,United Kingdom,2,694,626.77
15405,United Kingdom,1,193,349.1
15406,United Kingdom,2,254,510.71000000000004
15407,United Kingdom,4,552,1046.74
15408,United Kingdom,1,106,267.18
15410,United Kingdom,8,1200,3450.84
15411,United Kingdom,4,529,1348.93
15412,United Kingdom,1,108,190.53
15414,United Kingdom,3,443,774.9000000000001
